id_restaurante,nombre,direccion,n_resenas,valoracion_google,avg_estrellas_modelo,pct_positivo,pct_neutro,pct_negativo,n_resenas_negativas,n_baja_confianza,estrellas_5,estrellas_4,estrellas_3,estrellas_2,estrellas_1,servicio_menciones,comida_menciones,ambiente_menciones,precio_menciones,velocidad_menciones,ruido_menciones,limpieza_menciones,ninos_menciones,mascotas_menciones,terraza_menciones,vistas_menciones,musica_directo_menciones,romantico_menciones,servicio_pct,comida_pct,ambiente_pct,precio_pct,velocidad_pct,ruido_pct,limpieza_pct,ninos_pct,mascotas_pct,terraza_pct,vistas_pct,musica_directo_pct,romantico_pct,servicio_pos,comida_pos,ambiente_pos,precio_pos,velocidad_pos,ruido_pos,limpieza_pos,ninos_pos,mascotas_pos,terraza_pos,vistas_pos,musica_directo_pos,romantico_pos,servicio_neg,comida_neg,ambiente_neg,precio_neg,velocidad_neg,ruido_neg,limpieza_neg,ninos_neg,mascotas_neg,terraza_neg,vistas_neg,musica_directo_neg,romantico_neg,servicio_avg_stars,comida_avg_stars,ambiente_avg_stars,precio_avg_stars,velocidad_avg_stars,ruido_avg_stars,limpieza_avg_stars,ninos_avg_stars,mascotas_avg_stars,terraza_avg_stars,vistas_avg_stars,musica_directo_avg_stars,romantico_avg_stars,servicio_rep,comida_rep,ambiente_rep,precio_rep,velocidad_rep,ruido_rep,limpieza_rep,ninos_rep,mascotas_rep,terraza_rep,vistas_rep,musica_directo_rep,romantico_rep,criterio_ninos,criterio_mascotas,criterio_terraza,criterio_vistas,criterio_musica_directo,criterio_romantico,criterio_ninos_frases,criterio_mascotas_frases,criterio_terraza_frases,criterio_vistas_frases,criterio_musica_directo_frases,criterio_romantico_frases,servicio_frases,top5_platos,todos_platos,personal_destacado,terminos_tfidf,cocina_detectada
54,Zenith Caffè - Desengaño,"Calle del Desengaño, 24",90,4.9,4.722,95.6,1.1,3.3,3,9,74,12,1,1,2,70,73,25,13,8,5,3,2,17,1,0,0,5,77.8,81.1,27.8,14.4,8.9,5.6,3.3,2.2,18.9,1.1,0.0,0.0,5.6,67,71,24,10,8,4,3,1,16,1,0,0,4,2,1,0,2,0,0,0,1,0,0,0,0,1,4.71,4.78,4.76,4.08,4.75,4.4,5.0,3.0,4.82,4.0,,,4.2,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,pedimos un açai bowl y una tapioca y para beber la jarra de mimosa que estaba increible | malísimo solo tenia leche y los croissants pequeños congelados y malos de los que compras en,comida diría que a menos que tenga un gran apetito tortitas son un montón la limonada espresso,,,,atención tan cercana perfecto para una cita romántica o una mañana especial en pareja volveremos,zenith es un brunch excelente la comida muy rica el servicio muy rapido buenos precios gigi fue una muy buena mesera | trato y sus recomendaciones muy buen lugar y buen servicio regresaríamos de una | nuestro hotel gigi nos atendió fue excelente con su trato y sus recomendaciones muy buen lugar y buen servicio,"bonito(6), huevos benedict(3), guacamole(2), salmón(2), parada obligatoria(2)","bonito(6), huevos benedict(3), guacamole(2), salmón(2), parada obligatoria(2), huevos zenith(2), atendio gigi(2), calle desengaño(2), tacos(1), helado(1)",,"comida, lugar, gigi, excelente, servicio",
55,Hotaru Madrid,"Calle de Alcalá, 99",90,4.8,4.578,87.8,4.4,7.8,7,10,74,5,4,3,4,73,70,20,11,5,2,2,1,26,0,0,2,17,81.1,77.8,22.2,12.2,5.6,2.2,2.2,1.1,28.9,0.0,0.0,2.2,18.9,65,61,17,9,4,1,1,1,20,0,0,2,17,5,5,2,1,1,0,1,0,5,0,0,0,0,4.62,4.56,4.55,4.36,4.2,4.0,3.0,4.0,4.23,,,5.0,5.0,True,True,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,una cocina y un servicio excepcionales con pequeños ajustes operativos que podrían hacer que,atendió esta noche gracias a vuestro equipo repetiremos | ambiente y servicio daniel espectaculares repetimos seguro sobre todo un martes tenemos,,,,,atendido genial si una maravilla muchas gracias por la atención | la experiencia ha sido increíble la atención de augusto maravillosa erick en barra ha atendido | super buena experiencia excelente servicio comida y hasta show muy recomendado para cualquier,"sushi(6), josé angel(5), gyozas(4), atún(3), langostinos(2)","sushi(6), josé angel(5), gyozas(4), atún(3), langostinos(2), chica llamada(2), espectáculo culinario(2), ver cómo(2), repetimos seguro(2), restaurantes japoneses(2), sashimi(1), mochi(1), miso(1), carabineros(1)",,"experiencia, comida, servicio, excelente, calidad",japonesa
56,Camino Sacramento,Calle Gran Vía Callao,91,4.8,4.813,94.5,2.2,3.3,3,8,85,1,2,0,3,73,55,12,4,7,0,1,7,20,1,3,1,12,80.2,60.4,13.2,4.4,7.7,0.0,1.1,7.7,22.0,1.1,3.3,1.1,13.2,72,52,12,4,7,0,1,6,20,1,2,1,12,1,1,0,0,0,0,0,1,0,0,0,0,0,4.93,4.84,5.0,5.0,5.0,,5.0,4.43,5.0,5.0,4.33,5.0,5.0,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,,obligada en nuestras escapadas a madrid repetiremos sin duda | rica y las croquetas top recomendado si te apetece comer carnes el lugar muy bonito y la,inglés de callao gourmet experience con terraza vistas de gran vía,de callao gourmet experience con terraza vistas de gran vía | del corte ingles en la gran via hermosas vistas y hermoso atardecer la atencion de yamel,,,menú chuletón para dos la carne es espectacular y los camareros andrés y david han sido encantadores apuntamos como | andre y nina nos brindaron un gran servicio andrés fue muy agradable y fue un placer trabajar | vinimos para cenar y la experiencia estuvo de excelente atención de andrés y la comida muy rica recomendable la hamburguesa,"corte inglés(5), chuletón(4), croquetas(3), filete(3), aire acondicionado(2)","corte inglés(5), chuletón(4), croquetas(3), filete(3), aire acondicionado(2), papas fritas(2), mil veces(2), cocinera nina(2), camino sacramento(2), morcilla(1), cachopo(1), solomillo(1)",,"comida, excelente, atención, carne, servicio",
57,Asado Central,"Calle de la Victoria, 12",90,4.8,4.678,93.3,2.2,4.4,4,15,73,11,2,2,2,72,55,7,8,10,2,0,6,11,1,0,0,3,80.0,61.1,7.8,8.9,11.1,2.2,0.0,6.7,12.2,1.1,0.0,0.0,3.3,69,53,4,6,8,2,0,5,11,0,0,0,2,2,2,2,1,2,0,0,1,0,1,0,0,1,4.74,4.75,3.57,4.25,4.0,5.0,,4.33,4.91,2.0,,,4.0,True,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,duda maravillosos excelentes buen trabajo chavales | hemos ido seis adultos y tres niños la carne ha sido espectacular y la atención,estupenda y muy amable recomienda y volvería a repetir | han sido muy atentos disponen de tronas repetiremos seguro,,,,,carta es amplia buen precio y porciones abundantes la atención es excelente | el lugar es muy lindo nos recibieron amablemente la carta es amplia buen precio y porciones abundantes | siempre ya es normal para mí comer bien aquí muy buen servicio de greis darla e iker son geniales,"entrecot(4), steak tartar(3), entraña(2), empanadas argentinas(2), tarta(1)","entrecot(4), steak tartar(3), entraña(2), empanadas argentinas(2), tarta(1), empanada(1), arroz(1), filete(1), sangria(1), morcilla(1)",,"comida, excelente, atención, servicio, carne",argentina
58,Toga,"Calle Juanelo, 23",90,4.7,4.522,92.2,4.4,3.3,3,26,58,25,4,2,1,66,75,31,20,11,4,1,3,35,7,1,0,12,73.3,83.3,34.4,22.2,12.2,4.4,1.1,3.3,38.9,7.8,1.1,0.0,13.3,63,70,30,19,9,4,1,2,31,7,1,0,10,1,2,0,0,1,0,0,1,1,0,0,0,1,4.58,4.53,4.65,4.55,4.27,5.0,4.0,3.33,4.57,4.57,4.0,,4.5,True,True,True,True,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,se andan no es un restaurante para ir con niños desde luego no entiendo porque no hay maquina | tienen ya subido un aviso si queréis ir con niños no aviséis pues entonces os dirán que no,atención por parte del equipo ha sido de repetiremos seguro | completa y con vinos asequibles y resultones repetiremos para probar toda la carta porque no,,,,misma cambia un poco el ambiente toga es mas intimo y toguita siento que es para ir en plan,excelente comida diferente y calidad precio inmejorable la atención por parte del equipo ha sido de repetiremos seguro | mejor piña con queso mascarpone sitio super chulo amables placentero buena música en plena plaza de cascorro | amables tranquilo y la comida espectacular déjate recomendar,"atún rojo(12), croqueta(7), lubina(7), pasta(7), ceviche(5)","presa(4), atún rojo(12), croqueta(7), lubina(7), pasta(7), ceviche(5), risotto(5), pluma(4), dos turnos(4), atun(4), pisto(4), tiradito(4), chivito uruguayo(3), tarta(3), poder disfrutar(2), chocolate blanco(2)",,"noodles, comida, platos, servicio, buena",
59,Peppe Fusco The Italian,"Calle de Fuencarral, 139",90,4.8,4.367,82.2,6.7,11.1,10,15,64,10,6,5,5,64,66,22,15,9,2,1,5,21,10,0,0,7,71.1,73.3,24.4,16.7,10.0,2.2,1.1,5.6,23.3,11.1,0.0,0.0,7.8,56,53,19,10,4,2,1,4,17,8,0,0,7,4,8,2,4,2,0,0,1,3,2,0,0,0,4.55,4.3,4.32,3.73,3.44,5.0,5.0,4.4,4.29,4.3,,,5.0,True,True,True,True,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,pruebo y tambien me saben fuerte resultado la niña vomitando y yo con diarrea a las dos horas,estoy de paso en madrid lo volvería a repetir | muy atento a todas nuestras necesidades repetiremos,fuimos a cenar y estuvimos en la terraza ambiente agradable trato exquisito y comida | quedaron ganas de volver cuenta con una terraza que bien vale la pena estar,,,,buenísimo y el trato estupendo volveré siempre la comida estupenda y la | cenar y estuvimos en la terraza ambiente agradable trato exquisito y comida de calidad relación calidad precio | para mi gusto y la comida estaba bastante buena los camareros fueron muy majos vieron que estaban tardando un poquito,"risotto(3), bonito(3), focaccia(2), berenjenas(2), arroz(2)","risotto(3), bonito(3), focaccia(2), berenjenas(2), arroz(2), pasta carbonara(2), llegó fría(2), servidor edgar(2), bruschetta(1), tagliatelle(1), lasaña(1), salmón(1), tiramisú(1), almejas(1), espaguetis(1)",,"comida, buena, atención, servicio, pasta",italiana
60,La Taberna De Peñalver Cava Baja,"Calle Cava Baja, 36",90,4.7,4.533,86.7,4.4,8.9,8,11,71,7,4,5,3,69,63,19,10,7,2,0,7,11,5,1,0,8,76.7,70.0,21.1,11.1,7.8,2.2,0.0,7.8,12.2,5.6,1.1,0.0,8.9,59,54,14,5,3,2,0,6,10,3,1,0,6,7,6,2,3,4,0,0,1,1,1,0,0,1,4.51,4.49,4.11,3.5,2.71,4.5,,4.57,4.55,3.8,4.0,,4.25,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,fuimos con nuestro bebé de año y el trato fue espectacular nos sentimos,visita pero queda apuntado en mi lista de repetibles | espera al gastar esa cantidad de dinero es respeto profesionalismo y un servicio que te haga,bien aunque no nos gusta mucho comer en terrazas el local interior es muy pequeño a destacar | excelente experiencia de comida en a la terraza peñalver gracias a nelson y gabriel volveremos,,,mariscos excepcional el salón abajo es muy romántico gran vino buen precio altamente recomendado,la atmósfera en el restaurante era excelente y los camareros estaban muy amables la paella con pollo y verduras | restaurante era excelente y los camareros estaban muy amables la paella con pollo y verduras era muy rica en general | el arroz de secreto está increíble y el servicio por parte de helen y luis excelente muchas gracias,"paella(36), pulpo(6), secreto(5), jamón ibérico(4), gambas(3)","paella(36), pulpo(6), secreto(5), jamón ibérico(4), gambas(3), arroz negro(3), cava baja(3), bogavante(3), carabineros(3), tortilla(2), chipirones(2), baja barrio(2), entrecot(1), helado(1), calamares(1)",,"comida, excelente, paella, servicio, atención",
61,Lola Si Mola,"Calle de las Huertas, 55",90,4.7,4.467,87.8,4.4,7.8,7,19,63,16,4,4,3,73,76,42,15,11,3,1,11,24,3,0,0,14,81.1,84.4,46.7,16.7,12.2,3.3,1.1,12.2,26.7,3.3,0.0,0.0,15.6,64,66,37,12,7,2,1,7,23,2,0,0,12,5,6,3,1,1,1,0,2,0,0,0,0,1,4.49,4.42,4.4,4.47,3.82,3.33,5.0,3.91,4.75,4.33,,,4.57,True,True,True,True,True,False,False,True,True,False,False,False,True,True,True,False,False,False,True,experiencia de doblemente contentos porque la niña disfrutó con el menú infantil volveremos | contentos porque la niña disfrutó con el menú infantil volveremos seguro los de cantabria y catalunya,súper profesionales limpios educados respetuosos encantadores y el lugar acogedor chiquitito | alejandro muy simpático y muy profesional repetiremos el sitio pequeño pero acogedor,,,,cumpleaños y nos hicieron el favor de poner unas velas en el brownie y cantarle cumpleaños feliz,comida muy muy buena y atención muy cuidada gracias al camarero tan majo que nos ha atendido | sitio acogedor con comida muy muy buena y atención muy cuidada gracias al camarero tan majo que nos ha | buen servicio sitio acogedor y aunque la carta es limitada la comida,"tacos(15), paella(13), gambas(8), sangría(6), pulpo(6)","tacos(15), paella(13), gambas(8), sangría(6), pulpo(6), pan bao(6), croquetas(4), propietario alex(4), tempura(4), filete(3), huevos rotos(3), carne mechada(3), jamón(3), brownie(2), mousse(2)",,"comida, buena, servicio, atención, restaurante",
62,La Tasqueria de Javi Estevez,"Calle Modesto Lafuente, 82",90,4.6,4.178,83.3,4.4,12.2,11,35,46,29,4,7,4,63,76,29,23,12,0,1,2,32,2,3,2,27,70.0,84.4,32.2,25.6,13.3,0.0,1.1,2.2,35.6,2.2,3.3,2.2,30.0,50,63,27,18,8,0,1,1,26,2,3,2,25,9,10,1,4,4,0,0,1,4,0,0,0,1,4.1,4.17,4.34,3.87,3.67,,5.0,3.0,4.03,4.5,4.33,5.0,4.3,True,True,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,False,True,pistacho y la tarta de limón para terminar de beber la propuesta fue el vino de rioja pies,originalidad y calidad de la comida para repetir sin dudarlo mil gracias x todo | diferentes a cualquier otro restaurante repetiremos sin duda gracias,parece que ahora eso solo se puede hacer en terraza y que en sala tienes que ir a menú y de | local con salón y terraza de mesas bajas comida pers menú xl aperitivos,,,la cercanía de otras mesas es acogedor e íntimo el servicio es excelente atentos te explican,carta que llevara alguna elaboración con casquería el servicio fue muy atento en todo momento y con cada plato te | comida sea más distendida una vez sentado en la mesa la camarera me comentó los diferentes menús con los que trabajan | alguna elaboración con casquería el servicio fue muy atento en todo momento y con cada plato te explicaban cual,"carrillera(11), bacalao(9), estrella michelín(7), foie(6), cordero(5)","croqueta(3), rabo(3), carrillera(11), bacalao(9), estrella michelín(7), foie(6), cordero(5), javi estévez(5), fideuá(5), ravioli(5), fideua(4), cochinillo confitada(4), mollejas(4), materia prima(3), cochinillo frita(3), callos pata(3), chipirón relleno(3)",,"platos, menú, casquería, restaurante, servicio",
63,Sa Vida Wine Restaurant,"Calle Doctor Fleming, 51",90,4.6,4.744,92.2,5.6,2.2,2,11,76,7,5,2,0,57,83,21,15,4,3,1,2,32,5,2,0,7,63.3,92.2,23.3,16.7,4.4,3.3,1.1,2.2,35.6,5.6,2.2,0.0,7.8,55,77,19,12,2,3,0,2,28,4,1,0,6,0,2,1,1,1,0,0,0,1,1,1,0,0,4.84,4.75,4.67,4.27,3.75,4.67,3.0,5.0,4.59,4.4,3.5,,4.57,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,y disfruta de la experiencia de comer y beber bien,recomendable cuando vuelva a la isla seguro que repetiré ______________ | da la posibilidad de más variedad si así apetece para probar más opciones de su oferta,satisfecho el lugar es bonito aprecié la terraza exterior el personal es bueno la comida | satisfecho el lugar es bonito aprecié la terraza exterior el personal es bueno la comida ha sido decepcionante,,,para cenas con amigos o celebraciones más íntimas da gusto encontrar sitios así con buen,que sorprende por su calidad productos que ofrece y servicio volveremos sin duda arroz meloso un imprescindible | ha gustado un montón m todo muy rico y han sido muy amables muy recomendado hemos probado el steak tartar el | increíble nos encantó la calidad de los productos y la atención es excelente tienen una variedad de vinos insuperable,"ceviche(9), croquetas(5), bacalao(4), steak tartar(4), lubina(4)","ceviche(9), croquetas(5), bacalao(4), steak tartar(4), lubina(4), atún(3), presa(3), salmón(3), tiradito(3), ostras(2), cochinillo(2), arroz meloso(2), huevos rotos(2), gamba roja(2), gusto encontrar(2)",,"comida, vinos, servicio, platos, calidad",
64,La Pizzateca,"Calle León, 35",90,4.6,4.789,94.4,2.2,3.3,3,12,80,5,2,2,1,68,53,23,16,7,5,3,12,22,0,0,0,7,75.6,58.9,25.6,17.8,7.8,5.6,3.3,13.3,24.4,0.0,0.0,0.0,7.8,66,49,22,14,5,5,3,10,20,0,0,0,6,2,3,1,1,1,0,0,1,1,0,0,0,0,4.82,4.7,4.7,4.5,4.29,5.0,5.0,4.58,4.77,,,,4.71,True,True,True,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,comer ese día ya que íbamos con nuestros peques cuando volvamos a madrid repiteremos la | hay por ahí tienen libros sobre todo para niños para hacer la espera o la comida más amena,de rosmery muy buenas recomendaciones repetiré seguro | para soportar los calores madrileños para repetir,,,,,todo genial pizzas buenísimas y muy buena la atención de rosmery muy buenas recomendaciones repetiré seguro | el sitio tiene opciones vegetarianas variadas la atención fue muy buena la pizza estuvo deliciosa y está bien | aceitosa lo recomiendo al y también hay que agradecer el servicio y el trato recibido un en todos los aspectos,"corteza fina(5), lasaña(5), pasta(4), ingredientes frescos(4), hace años(3)","corteza fina(5), lasaña(5), pasta(4), ingredientes frescos(4), hace años(3), pizza margarita(2), dos veces(2), hace sentir(2), masa crujiente(2), pizza italiana(2), pizzas redondas(2), tacos(1), carbonara(1), chorizo(1)",,"pizza, comida, pizzas, servicio, excelente",italiana
65,Maruzzella,"Calle Raimundo Fernandez Villaverde, 28",90,4.6,4.811,95.6,2.2,2.2,2,10,81,5,2,0,2,73,68,22,4,4,4,1,8,30,6,0,0,7,81.1,75.6,24.4,4.4,4.4,4.4,1.1,8.9,33.3,6.7,0.0,0.0,7.8,70,64,22,4,4,4,1,8,29,6,0,0,7,2,2,0,0,0,0,0,0,1,0,0,0,0,4.81,4.79,4.91,5.0,5.0,4.75,5.0,4.88,4.87,5.0,,,4.86,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,profesionales en esta última ocasiones fuimos con un bebé de dos años y se adaptaron tanto en la comida | comida familiar con niños la comida excelente y la atención muy buena,nos atendieron muy bien atentas a nuestras peticiones | local es inmejorable una experiencia para repetir,perfectamente comida y servicio de y la terraza muy agradable muchas gracias por todo volveremos | perfecto la comida muy rica estuvimos en la terraza y se estaba bien de temperatura y ademas,,,,un servicio de y riquísimo los spaghetti de trufa karla nos atendió | acogedor la iluminación para las fotos ea bonita la atención de karla la chica que nos atendió fue inmejorable | la comida de todo muy muy rico pero lo mejor la atención fuimos en famikia personas y belkis y su compañera,"pasta(8), tiramisú(5), lasaña(3), carbonara(3), tagliatelle(2)","pasta(8), tiramisú(5), lasaña(3), carbonara(3), tagliatelle(2), varias ocasiones(2), jamon(1), atún(1), mejillones(1)",,"comida, atención, servicio, buena, excelente",italiana
66,La Cabaña Argentina,"Calle Ventura de la Vega, 10",90,4.5,4.067,72.2,14.4,13.3,12,28,49,16,13,6,6,64,70,26,16,11,0,4,9,26,1,0,0,21,71.1,77.8,28.9,17.8,12.2,0.0,4.4,10.0,28.9,1.1,0.0,0.0,23.3,51,54,22,10,4,0,4,8,21,1,0,0,18,5,5,1,2,3,0,0,1,1,0,0,0,2,4.28,4.24,4.46,3.75,3.45,,4.25,4.33,4.31,4.0,,,4.33,True,True,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,False,False,y entraña angus con puerros asados para beber pedimos un vino tinto varietal de marca | cortado y un panqueque de dulce de leche de beber una copa de vino un tinto de verano y una,pablo fue exelente recomendabile para repetir | srita promi con un servicio explendido y competamente servicial cosas que frecuentemente,especializa en carnes a la brasa el aspecto exterior es el de un moderno pub con líneas sencillas,,,,fuimos en familia a comer la calidad de las carnes y el servicio de la camarera fueron excepcionales sin embargo al | comer la calidad de las carnes y el servicio de la camarera fueron excepcionales sin embargo al llegar al restaurante | llegar al restaurante y no contar con reservación la atención de la hostería y el encargado no fue la más adecuada,"solomillo(10), mollejas(9), chorizo(9), entraña(7), morcilla(6)","filete(29), empanada(5), presa(3), solomillo(10), mollejas(9), chorizo(9), entraña(7), morcilla(6), bonito(5), ramen(5), medio raro(4), pimientos(4), zamburiñas(4), vino tinto(3), lomo alto(3), lomo bajo(3), papas provenzales(3), diferentes cortes(3)",,"comida, servicio, carne, restaurante, madrid",argentina
67,MU! El Placer de la Carne II,"Calle de la Victoria, 12",90,4.7,4.578,88.9,4.4,6.7,6,16,72,8,4,2,4,74,66,15,37,12,2,2,7,22,2,1,0,5,82.2,73.3,16.7,41.1,13.3,2.2,2.2,7.8,24.4,2.2,1.1,0.0,5.6,65,59,13,35,9,2,1,4,19,1,0,0,3,6,5,1,2,1,0,0,1,2,1,0,0,1,4.54,4.61,4.6,4.76,4.33,5.0,4.0,3.57,4.55,3.0,3.0,,3.6,True,True,True,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,mucho sabor no me fijé completamente en los bebestibles pedimos un par de cervezas y una,lugar agradable recomendaría y volvería a repetir | del servicio una gran experiencia para repetir,,,,,carne de buena calidad y servicio muy rápido y con simpatía recomendado muchas gracias | trato excelente y buena comida relación calidad precio bien | hemos comido el t bone y todo muy satisfactorio la atención de los trabajadores muy buena rápidos y agradables,"empanadas(4), entraña(3), arroz(3), flan(2), filete(2)","empanadas(4), entraña(3), arroz(3), flan(2), filete(2), chorizo(2), lomo alto(2), materia prima(2), pleno centro(2), empanada ensalada(2), black angus(2), calle chinchilla(2), calle victoria(2), salmón(1), helado(1)",,"comida, carne, atención, excelente, buena",
